,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
14,2018-04-13,226.30322875795247,213.8955082916768,238.191733746223,226.30322875795247,226.30322875795247,-0.2107873871761204,-0.2107873871761204,-0.2107873871761204,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142412466,-2.7481718142412466,-2.7481718142412466,7.112786019924164,7.112786019924164,7.112786019924164,0.0,0.0,0.0,226.09244137077636
15,2018-04-20,225.39613978618408,212.07766307418288,236.2972580460407,225.39613978618408,225.39613978618408,-1.5203408782559662,-1.5203408782559662,-1.5203408782559662,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242621,-2.748171814242621,-2.748171814242621,5.803232528845693,5.803232528845693,5.803232528845693,0.0,0.0,0.0,223.8757989079281
16,2018-04-27,224.48905081441572,207.51396390449557,230.7501197736231,224.48905081441572,224.48905081441572,-6.193809604459964,-6.193809604459964,-6.193809604459964,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142417924,-2.7481718142417924,-2.7481718142417924,1.129763802640866,1.129763802640866,1.129763802640866,0.0,0.0,0.0,218.29524120995575
17,2018-05-04,223.5819618426473,200.4381512211051,224.80818455478948,223.5819618426473,223.5819618426473,-11.20178989916076,-11.20178989916076,-11.20178989916076,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142415805,-2.7481718142415805,-2.7481718142415805,-3.8782164920601407,-3.8782164920601407,-3.8782164920601407,0.0,0.0,0.0,212.38017194348654
18,2018-05-11,222.84032179995282,197.10230446980228,221.62016310742507,222.84032179995282,222.84032179995282,-13.97771257271756,-13.97771257271756,-13.97771257271756,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814243309,-2.748171814243309,-2.748171814243309,-6.654139165615215,-6.654139165615215,-6.654139165615215,0.0,0.0,0.0,208.86260922723525
19,2018-05-18,222.0986817572583,195.3941867918042,220.04564255248744,222.0986817572583,222.0986817572583,-14.3010264009884,-14.3010264009884,-14.3010264009884,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814243097,-2.748171814243097,-2.748171814243097,-6.9774529938862635,-6.9774529938862635,-6.9774529938862635,0.0,0.0,0.0,207.7976553562699
20,2018-05-25,221.3570417145638,195.1814582063979,220.60595110214263,221.3570417145638,221.3570417145638,-13.609174437161567,-13.609174437161567,-13.609174437161567,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242269,-2.748171814242269,-2.748171814242269,-6.28560103006026,-6.28560103006026,-6.28560103006026,0.0,0.0,0.0,207.74786727740224
21,2018-06-01,220.61540167186928,194.84731462121212,220.38448085315267,220.61540167186928,220.61540167186928,-13.156922078382594,-13.156922078382594,-13.156922078382594,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242673,-2.748171814242673,-2.748171814242673,-5.833348671280884,-5.833348671280884,-5.833348671280884,0.0,0.0,0.0,207.4584795934867
22,2018-06-08,219.87376162917477,194.0938271305126,219.2733124669818,219.87376162917477,219.87376162917477,-13.196003057266289,-13.196003057266289,-13.196003057266289,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242815,-2.748171814242815,-2.748171814242815,-5.872429650164434,-5.872429650164434,-5.872429650164434,0.0,0.0,0.0,206.67775857190847
23,2018-06-15,219.32692931065125,193.18485262540142,218.24224813203136,219.32692931065125,219.32692931065125,-13.526269939890875,-13.526269939890875,-13.526269939890875,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242603,-2.748171814242603,-2.748171814242603,-6.202696532789235,-6.202696532789235,-6.202696532789235,0.0,0.0,0.0,205.80065937076037
24,2018-06-22,218.7800969921277,192.7137241239618,216.39476652176205,218.7800969921277,218.7800969921277,-14.067896095446924,-14.067896095446924,-14.067896095446924,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142417746,-2.7481718142417746,-2.7481718142417746,-6.74432268834611,-6.74432268834611,-6.74432268834611,0.0,0.0,0.0,204.7122008966808
25,2018-06-29,218.23326467360422,191.472896571273,215.46578889956393,218.23326467360422,218.23326467360422,-14.600685565340033,-14.600685565340033,-14.600685565340033,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814243149,-2.748171814243149,-2.748171814243149,-7.277112158237846,-7.277112158237846,-7.277112158237846,0.0,0.0,0.0,203.6325791082642
26,2018-07-06,217.68643235508068,192.28537072250805,214.5985467666167,217.68643235508068,217.68643235508068,-14.429362996216234,-14.429362996216234,-14.429362996216234,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242321,-2.748171814242321,-2.748171814242321,-7.105789589114874,-7.105789589114874,-7.105789589114874,0.0,0.0,0.0,203.25706935886444
27,2018-07-13,217.13960003655717,191.90687404515126,216.04793138971127,217.13960003655717,217.13960003655717,-12.98148874458565,-12.98148874458565,-12.98148874458565,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142421085,-2.7481718142421085,-2.7481718142421085,-5.657915337484504,-5.657915337484504,-5.657915337484504,0.0,0.0,0.0,204.15811129197152
28,2018-07-20,216.59276771803366,194.16368617888125,217.95033970551376,216.59276771803366,216.59276771803366,-10.83673088583387,-10.83673088583387,-10.83673088583387,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142418963,-2.7481718142418963,-2.7481718142418963,-3.5131574787329347,-3.5131574787329347,-3.5131574787329347,0.0,0.0,0.0,205.75603683219978
29,2018-07-27,216.04598298610247,194.52732016437287,218.0415506717148,216.04598298610244,216.04598298610244,-9.639830675064696,-9.639830675064696,-9.639830675064696,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142426548,-2.7481718142426548,-2.7481718142426548,-2.316257267963002,-2.316257267963002,-2.316257267963002,0.0,0.0,0.0,206.40615231103777
30,2018-08-03,215.4991982541713,191.86306567931646,216.60276598456508,215.4991982541713,215.4991982541713,-10.495357598293351,-10.495357598293351,-10.495357598293351,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142418265,-2.7481718142418265,-2.7481718142418265,-3.1717841911924864,-3.1717841911924864,-3.1717841911924864,0.0,0.0,0.0,205.00384065587795
31,2018-08-10,214.9524135222401,190.63199357175,215.42589846001266,214.9524135222401,214.9524135222401,-12.50809713822088,-12.50809713822088,-12.50809713822088,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142422307,-2.7481718142422307,-2.7481718142422307,-5.184523731119609,-5.184523731119609,-5.184523731119609,0.0,0.0,0.0,202.44431638401923
